ID,User ID,Product ID,Subtotal,Tax,Total,Discount ($),Created At,Quantity
11624,1536,93,R$ 49.82,R$ 2.49,R$ 52.31,,20/04/2018,3
15691,2103,81,R$ 43.93,R$ 2.86,R$ 46.79,,20/04/2018,1
2038,285,109,R$ 119.05,R$ 5.95,R$ 120.56,R$ 4.44,20/04/2018,2
11300,1492,40,R$ 99.66,R$ 5.73,R$ 105.39,,20/04/2018,2
10736,1416,93,R$ 49.82,R$ 1.99,R$ 50.61,R$ 1.20,20/04/2018,1
17265,2298,65,R$ 68.23,R$ 4.09,R$ 72.32,,20/04/2018,2
16059,2138,167,R$ 97.70,R$ 5.86,R$ 103.56,,20/04/2018,3
9533,1269,94,R$ 109.22,R$ 6.55,R$ 115.77,,20/04/2018,3
1080,149,92,R$ 124.89,R$ 5.37,R$ 121.50,R$ 8.76,20/04/2018,4
3015,424,159,R$ 35.53,R$ 1.50,R$ 37.03,,20/04/2018,4
2539,351,81,R$ 43.93,R$ 2.64,R$ 40.44,R$ 6.13,19/04/2018,3
14372,1909,115,R$ 77.91,R$ 4.67,R$ 82.58,,19/04/2018,2
14743,1968,78,R$ 41.62,R$ -,R$ 41.62,,19/04/2018,3
4869,665,192,R$ 69.18,R$ 3.29,R$ 72.47,,19/04/2018,2
18374,2447,111,R$ 55.53,R$ 2.22,R$ 57.75,,19/04/2018,4
10863,1431,171,R$ 105.08,R$ 7.88,R$ 112.96,,19/04/2018,2
7516,1023,161,R$ 47.59,R$ 2.86,R$ 50.45,,19/04/2018,3
14982,2009,123,R$ 110.93,R$ 6.10,R$ 117.03,,19/04/2018,2
1373,183,167,R$ 97.70,R$ 5.86,R$ 103.56,,19/04/2018,3
13828,1828,120,R$ 83.50,R$ 3.34,R$ 82.70,R$ 4.14,19/04/2018,3
15357,2061,176,R$ 57.92,R$ 3.62,R$ 58.82,R$ 2.73,19/04/2018,2
17689,2355,186,R$ 98.98,R$ 4.18,R$ 103.16,,19/04/2018,2
14526,1932,52,R$ 103.68,R$ 7.26,R$ 110.94,,19/04/2018,4
7896,1066,67,R$ 41.24,R$ 2.58,R$ 43.82,,19/04/2018,3
16210,2162,131,R$ 113.12,R$ 7.92,R$ 121.04,,19/04/2018,3
4497,624,126,R$ 125.24,R$ 9.39,R$ 134.63,,19/04/2018,3
18365,2446,54,R$ 62.09,R$ 2.48,R$ 64.57,,18/04/2018,2
1581,225,140,R$ 66.80,R$ 4.01,R$ 70.81,,18/04/2018,2
3029,432,173,R$ 122.37,R$ 5.75,R$ 128.12,,18/04/2018,3
1428,201,34,R$ 74.30,R$ -,R$ 74.30,,18/04/2018,2
12635,1672,29,R$ 123.57,R$ -,R$ 123.57,,18/04/2018,3
18167,2412,14,R$ 37.65,R$ 1.79,R$ 39.44,,18/04/2018,3
10819,1426,60,R$ 29.80,R$ 1.86,R$ 31.66,,18/04/2018,3
9346,1241,60,R$ 29.80,R$ 1.94,R$ 31.74,,18/04/2018,2
1070,149,75,R$ 125.81,R$ 5.41,R$ 125.34,R$ 5.88,17/04/2018,1
18677,2487,22,R$ 32.14,R$ 1.93,R$ 34.07,,17/04/2018,2
10762,1419,138,R$ 113.95,R$ 6.84,R$ 120.79,,17/04/2018,4
935,129,78,R$ 41.62,R$ 2.50,R$ 44.12,,17/04/2018,3
5736,784,106,R$ 52.72,R$ 2.11,R$ 54.83,,17/04/2018,4
1389,190,27,R$ 127.52,R$ 7.65,R$ 135.17,,17/04/2018,2
8571,1144,74,R$ 51.13,R$ 3.20,R$ 54.33,,17/04/2018,3
797,108,88,R$ 105.41,R$ 6.59,R$ 112.00,,17/04/2018,3
17626,2348,123,R$ 110.93,R$ 4.44,R$ 115.37,,17/04/2018,3
12929,1706,180,R$ 68.32,R$ 3.25,R$ 71.57,,17/04/2018,2
12653,1673,10,R$ 47.68,R$ 2.38,R$ 50.06,,17/04/2018,3
4243,588,81,R$ 43.93,R$ 3.08,R$ 47.01,,17/04/2018,3
5443,737,23,R$ 116.87,R$ 6.43,R$ 123.30,,17/04/2018,2
9660,1281,136,R$ 105.20,R$ 4.21,R$ 109.41,,17/04/2018,4
3288,466,190,R$ 128.58,R$ 7.72,R$ 136.30,,17/04/2018,3
4135,573,147,R$ 66.65,R$ 4.67,R$ 71.32,,16/04/2018,4
15231,2046,87,R$ 117.26,R$ -,R$ 117.26,,16/04/2018,2
15238,2047,161,R$ 47.59,R$ 1.90,R$ 49.49,,16/04/2018,3
2855,403,83,R$ 81.88,R$ 5.12,R$ 87.00,,16/04/2018,1
10321,1356,165,R$ 38.30,R$ 2.68,R$ 40.98,,16/04/2018,2
314,48,183,R$ 56.70,R$ 3.69,R$ 60.39,,16/04/2018,2
2674,373,6,R$ 97.44,R$ 4.99,R$ 102.43,,16/04/2018,3
5085,686,149,R$ 69.15,R$ -,R$ 69.15,,16/04/2018,2
2151,303,109,R$ 119.05,R$ 8.33,R$ 127.38,,15/04/2018,3
4774,655,66,R$ 136.16,R$ 5.45,R$ 141.61,,15/04/2018,3
14750,1969,143,R$ 61.20,R$ 3.98,R$ 65.18,,15/04/2018,3
6122,822,80,R$ 54.91,R$ 1.59,R$ 56.50,,15/04/2018,2
8512,1133,144,R$ 61.20,R$ 3.52,R$ 64.72,,15/04/2018,3
9040,1212,74,R$ 51.13,R$ 2.56,R$ 53.69,,15/04/2018,4
13201,1742,112,R$ 41.33,R$ 2.89,R$ 44.22,,15/04/2018,3
12571,1658,151,R$ 91.61,R$ 3.66,R$ 95.27,,15/04/2018,3
10457,1378,159,R$ 35.53,R$ 2.13,R$ 33.94,R$ 3.72,15/04/2018,4
168,24,186,R$ 98.98,R$ 6.80,R$ 105.78,,14/04/2018,2
10313,1356,105,R$ 52.72,R$ 3.69,R$ 56.41,,14/04/2018,3
4415,613,34,R$ 74.30,R$ 2.97,R$ 77.27,,14/04/2018,2
16857,2244,133,R$ 68.48,R$ 2.74,R$ 71.22,,14/04/2018,4
63,10,58,R$ 78.15,R$ 4.49,R$ 82.64,,14/04/2018,3
13602,1795,146,R$ 126.05,R$ 6.46,R$ 132.51,,14/04/2018,4
13740,1817,72,R$ 142.20,R$ 8.89,R$ 151.09,,14/04/2018,3
5143,693,165,R$ 38.30,R$ 2.20,R$ 40.50,,14/04/2018,2
10978,1452,111,R$ 55.53,R$ 2.39,R$ 57.92,,14/04/2018,2
12195,1602,32,R$ 107.14,R$ -,R$ 107.14,,14/04/2018,2
14638,1952,96,R$ 104.82,R$ 6.55,R$ 111.37,,14/04/2018,2
4043,561,178,R$ 117.33,R$ -,R$ 117.33,,14/04/2018,3
16854,2244,95,R$ 49.82,R$ 1.99,R$ 51.81,,14/04/2018,2
6419,878,79,R$ 41.62,R$ 2.50,R$ 44.12,,13/04/2018,2
2536,350,15,R$ 37.65,R$ 2.26,R$ 39.91,,13/04/2018,3
3934,551,129,R$ 148.17,R$ 5.93,R$ 154.10,,13/04/2018,2
3944,552,129,R$ 148.17,R$ 6.26,R$ 154.43,,13/04/2018,3
14850,1980,97,R$ 112.42,R$ 7.03,R$ 119.45,,13/04/2018,3
5686,777,79,R$ 41.62,R$ 1.66,R$ 43.28,,13/04/2018,3
4536,630,75,R$ 125.81,R$ 3.65,R$ 129.46,,13/04/2018,2
18041,2393,150,R$ 128.55,R$ -,R$ 128.55,,13/04/2018,3
6276,850,76,R$ 63.82,R$ 2.55,R$ 64.95,R$ 1.43,13/04/2018,1
17585,2346,19,R$ 64.01,R$ 4.40,R$ 61.01,R$ 7.40,13/04/2018,2
11553,1528,10,R$ 47.68,R$ 1.91,R$ 49.59,,13/04/2018,2
11914,1580,123,R$ 110.93,R$ 4.44,R$ 115.37,,13/04/2018,4
6605,904,16,R$ 66.11,R$ 4.55,R$ 70.66,,12/04/2018,3
4028,560,78,R$ 41.62,R$ 2.50,R$ 44.12,,12/04/2018,3
10732,1415,167,R$ 97.70,R$ 6.84,R$ 104.54,,12/04/2018,2
9344,1241,183,R$ 56.70,R$ 3.69,R$ 60.39,,12/04/2018,3
5409,731,24,R$ 112.31,R$ 3.26,R$ 113.29,R$ 2.28,12/04/2018,3
7225,978,124,R$ 110.93,R$ 7.21,R$ 118.14,,12/04/2018,3
5288,710,106,R$ 52.72,R$ 3.69,R$ 56.41,,12/04/2018,3
1315,173,17,R$ 79.94,R$ 4.60,R$ 84.54,,12/04/2018,3
15135,2035,149,R$ 69.15,R$ 4.15,R$ 73.30,,12/04/2018,1
2637,362,138,R$ 113.95,R$ 6.55,R$ 120.50,,12/04/2018,2
8370,1122,158,R$ 139.89,R$ 8.39,R$ 148.28,,12/04/2018,2
1749,245,81,R$ 43.93,R$ 2.64,R$ 41.01,R$ 5.56,11/04/2018,2
2197,307,100,R$ 67.83,R$ 2.92,R$ 70.75,,11/04/2018,4
6336,864,169,R$ 59.53,R$ 3.57,R$ 63.10,,11/04/2018,3
15794,2115,148,R$ 138.98,R$ 8.69,R$ 147.67,,11/04/2018,2
3034,435,115,R$ 77.91,R$ 3.29,R$ 81.20,,11/04/2018,3
2682,375,52,R$ 103.68,R$ -,R$ 103.68,,11/04/2018,4
7351,1002,192,R$ 69.18,R$ 4.32,R$ 73.50,,11/04/2018,3
12497,1651,110,R$ 55.53,R$ 3.33,R$ 58.86,,11/04/2018,2
14411,1913,63,R$ 133.52,R$ 5.34,R$ 138.86,,11/04/2018,3
7461,1014,5,R$ 124.12,R$ 8.53,R$ 132.65,,11/04/2018,2
13820,1828,162,R$ 33.57,R$ 1.34,R$ 34.91,,11/04/2018,3
15508,2082,144,R$ 61.20,R$ 3.82,R$ 65.02,,11/04/2018,4
6002,804,100,R$ 67.83,R$ 2.71,R$ 67.43,R$ 3.11,11/04/2018,3
17687,2355,33,R$ 47.74,R$ 2.02,R$ 49.76,,11/04/2018,3
2923,412,56,R$ 36.37,R$ 2.73,R$ 39.10,,11/04/2018,2
5988,803,117,R$ 55.02,R$ 3.44,R$ 58.46,,11/04/2018,2
13717,1815,167,R$ 97.70,R$ 5.86,R$ 101.44,R$ 2.12,11/04/2018,3
1876,265,160,R$ 47.59,R$ -,R$ 47.59,,11/04/2018,2
11056,1459,83,R$ 81.88,R$ 3.68,R$ 85.56,,11/04/2018,2
13585,1793,151,R$ 91.61,R$ 5.73,R$ 97.34,,10/04/2018,2
12746,1684,132,R$ 127.88,R$ 5.12,R$ 133.00,,10/04/2018,3
1857,261,147,R$ 66.65,R$ 4.00,R$ 70.65,,10/04/2018,23
1424,201,39,R$ 114.58,R$ -,R$ 114.58,,10/04/2018,2
13922,1842,100,R$ 67.83,R$ 4.24,R$ 72.07,,10/04/2018,2
11574,1529,125,R$ 80.40,R$ 5.63,R$ 86.03,,10/04/2018,1
8916,1199,178,R$ 117.33,R$ 8.21,R$ 125.54,,10/04/2018,4
14332,1905,32,R$ 107.14,R$ 6.70,R$ 113.84,,10/04/2018,4
15176,2037,147,R$ 66.65,R$ 2.67,R$ 69.32,,10/04/2018,4
6745,916,132,R$ 127.88,R$ 6.39,R$ 134.27,,10/04/2018,3
17034,2272,128,R$ 75.08,R$ -,R$ 75.08,,10/04/2018,3
12441,1641,82,R$ 60.90,R$ 2.44,R$ 63.34,,10/04/2018,3
14320,1905,4,R$ 110.99,R$ 6.94,R$ 117.93,,10/04/2018,4
17519,2340,165,R$ 38.30,R$ 2.30,R$ 40.60,,10/04/2018,4
12783,1689,170,R$ 105.08,R$ 4.99,R$ 110.07,,10/04/2018,3
7082,962,1,R$ 44.19,R$ 2.65,R$ 46.84,,10/04/2018,3
1690,236,3,R$ 53.08,R$ 3.18,R$ 56.26,,10/04/2018,3
4178,578,193,R$ 50.38,R$ 2.02,R$ 52.40,,10/04/2018,3
4620,643,26,R$ 68.12,R$ 4.43,R$ 72.55,,10/04/2018,4
13566,1788,34,R$ 74.30,R$ 2.15,R$ 76.45,,10/04/2018,4
18238,2423,198,R$ 70.15,R$ 4.21,R$ 74.36,,09/04/2018,2
9393,1246,92,R$ 124.89,R$ 8.12,R$ 133.01,,09/04/2018,2
9657,1281,103,R$ 47.04,R$ 1.88,R$ 48.92,,09/04/2018,2
16928,2253,35,R$ 71.54,R$ 4.29,R$ 71.93,R$ 3.90,09/04/2018,4
1138,152,120,R$ 83.50,R$ 4.18,R$ 87.68,,09/04/2018,2
4567,634,110,R$ 55.53,R$ 1.61,R$ 57.14,,09/04/2018,2
8409,1125,167,R$ 97.70,R$ 6.11,R$ 103.81,,09/04/2018,3
12383,1636,9,R$ 87.47,R$ 6.56,R$ 94.03,,09/04/2018,2
1366,183,126,R$ 125.24,R$ 7.51,R$ 132.75,,09/04/2018,4
12662,1674,145,R$ 61.20,R$ 2.45,R$ 63.65,,08/04/2018,2
11929,1581,123,R$ 110.93,R$ 4.44,R$ 115.37,,08/04/2018,3
17330,2309,72,R$ 142.20,R$ 5.69,R$ 147.89,,08/04/2018,3
10234,1350,145,R$ 61.20,R$ -,R$ 61.20,,08/04/2018,3
11583,1531,83,R$ 81.88,R$ 4.91,R$ 86.79,,08/04/2018,3
10477,1380,132,R$ 127.88,R$ 8.95,R$ 136.83,,08/04/2018,3
9389,1246,132,R$ 127.88,R$ 8.31,R$ 136.19,,08/04/2018,3
2838,401,88,R$ 105.41,R$ 5.01,R$ 110.42,,08/04/2018,3
16642,2213,184,R$ 116.10,R$ 6.97,R$ 123.07,,08/04/2018,4
11851,1571,184,R$ 116.10,R$ 7.98,R$ 124.08,,08/04/2018,3
3251,459,114,R$ 77.91,R$ 4.67,R$ 82.58,,08/04/2018,4
6055,816,190,R$ 128.58,R$ 7.72,R$ 136.30,,08/04/2018,4
16188,2160,107,R$ 50.09,R$ 3.26,R$ 53.35,,08/04/2018,3
7658,1039,70,R$ 57.49,R$ 2.30,R$ 59.79,,08/04/2018,4
5924,799,73,R$ 71.63,R$ 3.58,R$ 75.21,,08/04/2018,2
6208,835,107,R$ 50.09,R$ 2.50,R$ 52.59,,08/04/2018,3
8786,1175,91,R$ 65.09,R$ 2.93,R$ 68.02,,08/04/2018,2
17987,2390,110,R$ 55.53,R$ 3.47,R$ 59.00,,08/04/2018,2
6131,822,169,R$ 59.53,R$ 1.73,R$ 61.26,,07/04/2018,2
639,80,130,R$ 75.03,R$ 4.69,R$ 71.53,R$ 8.18,07/04/2018,3
8902,1196,22,R$ 32.14,R$ 1.36,R$ 33.50,,07/04/2018,2
4682,646,157,R$ 139.89,R$ 9.79,R$ 149.68,,07/04/2018,2
17675,2352,171,R$ 105.08,R$ 5.25,R$ 110.33,,07/04/2018,2
10302,1354,178,R$ 117.33,R$ 7.33,R$ 124.66,,07/04/2018,2
4382,609,9,R$ 87.47,R$ 4.37,R$ 91.84,,07/04/2018,2
8848,1182,91,R$ 65.09,R$ 3.25,R$ 68.34,,07/04/2018,3
16883,2247,41,R$ 63.51,R$ 3.97,R$ 61.02,R$ 6.46,07/04/2018,2
8695,1162,23,R$ 116.87,R$ 7.60,R$ 124.47,,07/04/2018,2
10805,1423,143,R$ 61.20,R$ 3.82,R$ 65.02,,07/04/2018,3
163,24,75,R$ 125.81,R$ 8.65,R$ 134.46,,07/04/2018,3
2801,394,165,R$ 38.30,R$ 2.49,R$ 40.79,,07/04/2018,3
7119,968,43,R$ 76.35,R$ 4.58,R$ 80.93,,06/04/2018,3
12386,1636,9,R$ 87.47,R$ 6.56,R$ 94.03,,06/04/2018,2
11290,1490,33,R$ 47.74,R$ 2.39,R$ 50.13,,06/04/2018,3
8799,1177,84,R$ 81.88,R$ 4.09,R$ 85.97,,06/04/2018,4
12273,1615,68,R$ 115.24,R$ 7.92,R$ 123.16,,06/04/2018,3
1930,271,13,R$ 112.63,R$ 5.29,R$ 110.93,R$ 6.99,06/04/2018,2
14402,1911,106,R$ 52.72,R$ 3.95,R$ 54.86,R$ 1.81,06/04/2018,3
11638,1537,176,R$ 57.92,R$ 3.48,R$ 61.40,,06/04/2018,4
8849,1182,173,R$ 122.37,R$ 6.12,R$ 128.49,,06/04/2018,3
155,23,21,R$ 60.58,R$ 2.42,R$ 63.00,,06/04/2018,2
13683,1810,198,R$ 70.15,R$ 4.56,R$ 74.71,,06/04/2018,2
17026,2271,163,R$ 33.57,R$ 1.42,R$ 34.99,,06/04/2018,3
15724,2108,36,R$ 130.94,R$ 7.20,R$ 138.14,,06/04/2018,2
17884,2377,96,R$ 104.82,R$ 6.29,R$ 111.11,,06/04/2018,28
11191,1481,112,R$ 41.33,R$ 2.58,R$ 36.34,R$ 7.57,06/04/2018,2
13041,1721,114,R$ 77.91,R$ 4.67,R$ 82.58,,06/04/2018,1
143,22,24,R$ 112.31,R$ 8.42,R$ 118.63,R$ 2.10,05/04/2018,2
11455,1516,101,R$ 139.82,R$ 8.39,R$ 139.93,R$ 8.29,05/04/2018,2
8322,1117,186,R$ 98.98,R$ 7.42,R$ 106.40,,05/04/2018,3
2513,348,103,R$ 47.04,R$ 2.12,R$ 49.16,,05/04/2018,1
11662,1538,21,R$ 60.58,R$ -,R$ 51.89,R$ 8.68,05/04/2018,4
3702,522,187,R$ 98.98,R$ -,R$ 98.98,,05/04/2018,4
9981,1319,66,R$ 136.16,R$ 8.17,R$ 144.33,,05/04/2018,3
17903,2381,21,R$ 60.58,R$ 3.03,R$ 63.61,,05/04/2018,3
13882,1838,52,R$ 103.68,R$ 4.46,R$ 108.14,,05/04/2018,3
13084,1726,71,R$ 82.80,R$ 5.80,R$ 88.60,,05/04/2018,2
4129,571,121,R$ 40.45,R$ 2.02,R$ 42.47,,05/04/2018,3
15421,2070,186,R$ 98.98,R$ 6.80,R$ 98.67,R$ 7.11,05/04/2018,3
6950,936,156,R$ 30.62,R$ 1.53,R$ 27.88,R$ 4.27,05/04/2018,2
8655,1160,161,R$ 47.59,R$ 1.90,R$ 49.49,,05/04/2018,4
8880,1192,75,R$ 125.81,R$ 8.65,R$ 131.70,R$ 2.77,05/04/2018,3
2382,329,21,R$ 60.58,R$ 4.24,R$ 64.82,,05/04/2018,3
1067,149,25,R$ 68.62,R$ 2.95,R$ 71.57,,05/04/2018,1
14286,1901,187,R$ 98.98,R$ -,R$ 98.98,,05/04/2018,3
5405,729,197,R$ 70.15,R$ 4.82,R$ 74.97,,05/04/2018,3
18387,2447,11,R$ 132.46,R$ 5.30,R$ 132.26,R$ 5.50,04/04/2018,4
16211,2162,195,R$ 109.78,R$ 7.68,R$ 117.46,,04/04/2018,3
4554,632,178,R$ 117.33,R$ 5.28,R$ 122.61,,04/04/2018,4
15018,2016,195,R$ 109.78,R$ 6.59,R$ 116.37,,04/04/2018,2
4037,561,128,R$ 75.08,R$ -,R$ 75.08,,04/04/2018,4
12693,1676,23,R$ 116.87,R$ 8.18,R$ 125.05,,04/04/2018,3
12576,1660,40,R$ 99.66,R$ 3.99,R$ 103.65,,04/04/2018,3
3624,512,74,R$ 51.13,R$ 3.32,R$ 54.45,,04/04/2018,3
17156,2285,20,R$ 37.33,R$ 2.43,R$ 39.76,,04/04/2018,2
6817,919,91,R$ 65.09,R$ 4.48,R$ 69.57,,04/04/2018,3
14178,1881,84,R$ 81.88,R$ 3.46,R$ 85.34,,04/04/2018,3
15165,2037,151,R$ 91.61,R$ 3.66,R$ 95.27,,04/04/2018,4
11407,1510,83,R$ 81.88,R$ 3.28,R$ 85.16,,04/04/2018,4
7161,970,184,R$ 116.10,R$ 6.97,R$ 123.07,,04/04/2018,2
3972,554,111,R$ 55.53,R$ 2.78,R$ 56.83,R$ 1.48,04/04/2018,2
2887,407,180,R$ 68.32,R$ 4.27,R$ 72.59,,04/04/2018,2
17889,2379,79,R$ 41.62,R$ 2.50,R$ 44.12,,03/04/2018,3
8038,1076,152,R$ 48.90,R$ 3.18,R$ 52.08,,03/04/2018,3
17670,2351,97,R$ 112.42,R$ 6.75,R$ 115.21,R$ 3.95,03/04/2018,4
11958,1585,51,R$ 75.65,R$ 4.92,R$ 80.57,,03/04/2018,2
9138,1223,68,R$ 115.24,R$ 5.76,R$ 121.00,,03/04/2018,3
2196,307,27,R$ 127.52,R$ 5.48,R$ 133.00,,03/04/2018,4
7264,990,197,R$ 70.15,R$ 3.16,R$ 73.31,,03/04/2018,2
2665,369,54,R$ 62.09,R$ 4.04,R$ 66.13,,03/04/2018,2
13172,1740,182,R$ 84.49,R$ 5.07,R$ 89.56,,03/04/2018,1
2984,420,79,R$ 41.62,R$ 2.08,R$ 43.70,,03/04/2018,3
11460,1516,24,R$ 112.31,R$ 6.74,R$ 119.05,,03/04/2018,2
17437,2327,29,R$ 123.57,R$ 7.41,R$ 130.98,,03/04/2018,4
2263,313,57,R$ 122.42,R$ -,R$ 122.42,,03/04/2018,2
6997,942,141,R$ 126.20,R$ 7.89,R$ 134.09,,03/04/2018,3
16035,2138,178,R$ 117.33,R$ 7.04,R$ 124.37,,03/04/2018,3
12639,1673,6,R$ 97.44,R$ 4.87,R$ 100.06,R$ 2.25,03/04/2018,3
1073,149,5,R$ 124.12,R$ 5.34,R$ 129.46,,02/04/2018,3
5002,678,56,R$ 36.37,R$ -,R$ 36.37,,02/04/2018,3
3349,482,60,R$ 29.80,R$ 1.94,R$ 31.74,,02/04/2018,2
5453,741,143,R$ 61.20,R$ -,R$ 61.20,,02/04/2018,3
16962,2260,139,R$ 76.78,R$ 4.61,R$ 81.39,,02/04/2018,2
14448,1915,99,R$ 67.83,R$ 3.48,R$ 71.31,,02/04/2018,2
16737,2224,68,R$ 115.24,R$ 7.20,R$ 122.44,,02/04/2018,2
11933,1582,87,R$ 117.26,R$ 4.69,R$ 121.95,,02/04/2018,2
8651,1160,82,R$ 60.90,R$ 2.44,R$ 53.36,R$ 9.97,02/04/2018,3
7599,1035,115,R$ 77.91,R$ 3.12,R$ 81.03,,02/04/2018,3
10256,1352,42,R$ 38.00,R$ 2.28,R$ 40.28,,02/04/2018,3
5178,700,16,R$ 66.11,R$ 3.31,R$ 69.42,,01/04/2018,2
11040,1456,161,R$ 47.59,R$ 2.86,R$ 50.45,,01/04/2018,2
10764,1419,52,R$ 103.68,R$ 6.22,R$ 109.90,,01/04/2018,3
15555,2087,88,R$ 105.41,R$ 6.59,R$ 103.27,R$ 8.73,01/04/2018,3
9037,1212,110,R$ 55.53,R$ 2.78,R$ 58.31,,01/04/2018,4
9767,1296,74,R$ 51.13,R$ 3.52,R$ 54.65,,01/04/2018,3
13752,1822,142,R$ 70.35,R$ 3.52,R$ 67.24,R$ 6.62,01/04/2018,3
17002,2267,33,R$ 47.74,R$ 2.27,R$ 46.07,R$ 3.95,01/04/2018,3
2458,338,161,R$ 47.59,R$ 3.57,R$ 51.16,,01/04/2018,3
17073,2275,48,R$ 123.21,R$ -,R$ 123.21,,01/04/2018,4
1156,153,176,R$ 57.92,R$ 2.90,R$ 60.82,,01/04/2018,25
15222,2043,97,R$ 112.42,R$ 6.75,R$ 119.17,,01/04/2018,3
5653,773,188,R$ 33.88,R$ 2.54,R$ 36.42,,31/03/2018,1
17031,2272,86,R$ 92.31,R$ -,R$ 92.31,,31/03/2018,1
13897,1840,35,R$ 71.54,R$ 4.29,R$ 75.83,,31/03/2018,11
1554,223,181,R$ 143.89,R$ -,R$ 143.89,,31/03/2018,1
2555,352,59,R$ 89.20,R$ 5.35,R$ 94.55,,31/03/2018,1
8260,1109,6,R$ 97.44,R$ 5.85,R$ 99.86,R$ 3.43,31/03/2018,1
16965,2263,183,R$ 56.70,R$ 1.64,R$ 58.34,,31/03/2018,1
11017,1453,110,R$ 55.53,R$ 2.35,R$ 57.88,,31/03/2018,1
11082,1463,49,R$ 131.43,R$ 6.24,R$ 137.67,,31/03/2018,0
6568,897,9,R$ 87.47,R$ 3.76,R$ 91.23,,31/03/2018,1
18188,2414,14,R$ 37.65,R$ 1.79,R$ 39.44,,31/03/2018,1
6430,882,185,R$ 39.58,R$ 2.28,R$ 41.86,,31/03/2018,1
17247,2298,84,R$ 81.88,R$ 4.91,R$ 86.79,,31/03/2018,1
4051,561,186,R$ 98.98,R$ -,R$ 98.98,,31/03/2018,1
10443,1377,139,R$ 76.78,R$ 5.37,R$ 82.15,,31/03/2018,1
7220,977,35,R$ 71.54,R$ 4.47,R$ 76.01,,30/03/2018,1
201,36,72,R$ 142.20,R$ 9.24,R$ 151.44,,30/03/2018,1
66,10,15,R$ 37.65,R$ 2.16,R$ 36.36,R$ 3.44,30/03/2018,1
919,128,117,R$ 55.02,R$ 1.60,R$ 56.62,,30/03/2018,1
10615,1394,127,R$ 134.48,R$ -,R$ 134.48,,30/03/2018,1
3884,544,66,R$ 136.16,R$ 8.51,R$ 144.67,,30/03/2018,1
8915,1199,112,R$ 41.33,R$ 2.89,R$ 44.22,,30/03/2018,1
13542,1785,130,R$ 75.03,R$ 4.31,R$ 79.34,,30/03/2018,1
18626,2478,150,R$ 128.55,R$ 5.14,R$ 133.69,,30/03/2018,1
7956,1068,183,R$ 56.70,R$ 2.44,R$ 59.14,,30/03/2018,1
15992,2133,107,R$ 50.09,R$ 3.13,R$ 53.22,,30/03/2018,1
3401,488,188,R$ 33.88,R$ 1.95,R$ 35.83,,30/03/2018,1
4170,577,74,R$ 51.13,R$ 3.58,R$ 54.71,,30/03/2018,1
2687,375,115,R$ 77.91,R$ -,R$ 77.91,,30/03/2018,1
8113,1087,20,R$ 37.33,R$ 2.57,R$ 39.90,,29/03/2018,1
3975,555,29,R$ 123.57,R$ 7.41,R$ 130.98,,29/03/2018,0
18614,2477,152,R$ 48.90,R$ 3.06,R$ 51.96,,29/03/2018,1
12006,1588,89,R$ 63.72,R$ 3.98,R$ 67.70,,29/03/2018,1
14395,1911,127,R$ 134.48,R$ 10.09,R$ 144.57,,29/03/2018,1
15978,2130,20,R$ 37.33,R$ -,R$ 37.33,,29/03/2018,1
13957,1844,125,R$ 80.40,R$ 3.40,R$ 83.80,,29/03/2018,1
17239,2294,85,R$ 54.90,R$ 3.43,R$ 54.94,R$ 3.39,29/03/2018,1
17908,2381,168,R$ 118.93,R$ 5.95,R$ 124.88,,29/03/2018,1
14083,1865,95,R$ 49.82,R$ -,R$ 49.82,,29/03/2018,1
5200,702,59,R$ 89.20,R$ -,R$ 86.99,R$ 2.21,29/03/2018,1
3196,453,50,R$ 53.64,R$ -,R$ 53.64,,29/03/2018,1
184,32,84,R$ 81.88,R$ 2.37,R$ 84.25,,29/03/2018,1
8904,1197,196,R$ 70.15,R$ 2.81,R$ 72.96,,28/03/2018,1
3167,449,5,R$ 124.12,R$ 7.76,R$ 131.88,,28/03/2018,0
4455,617,147,R$ 66.65,R$ 1.93,R$ 68.58,,28/03/2018,1
3522,501,135,R$ 45.80,R$ 1.94,R$ 47.74,,28/03/2018,1
10238,1350,58,R$ 78.15,R$ -,R$ 78.15,,28/03/2018,1
14690,1962,185,R$ 39.58,R$ 1.58,R$ 41.16,,28/03/2018,1
5661,774,155,R$ 43.78,R$ 2.19,R$ 45.97,,28/03/2018,1
10525,1387,167,R$ 97.70,R$ 6.35,R$ 104.05,,28/03/2018,1
5092,686,23,R$ 116.87,R$ -,R$ 116.87,,28/03/2018,1
9425,1250,142,R$ 70.35,R$ 4.05,R$ 74.40,,28/03/2018,1
5745,784,97,R$ 112.42,R$ 4.50,R$ 116.92,,28/03/2018,1
16579,2207,113,R$ 110.48,R$ 6.08,R$ 116.56,,28/03/2018,1
13095,1726,123,R$ 110.93,R$ 7.77,R$ 118.70,,28/03/2018,1
3243,459,155,R$ 43.78,R$ 2.63,R$ 46.41,,28/03/2018,1
2308,322,164,R$ 92.97,R$ 2.70,R$ 95.67,,28/03/2018,1
8602,1152,180,R$ 68.32,R$ 4.10,R$ 72.42,,28/03/2018,1
7473,1016,10,R$ 47.68,R$ 2.86,R$ 50.54,,28/03/2018,1
16705,2218,114,R$ 77.91,R$ 5.45,R$ 83.36,,28/03/2018,1
